IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
65.0.75.166,80,80,false,ORD,North America,Chicago,78,0.00
3.7.65.2,8880,80,false,ORD,North America,Chicago,51,0.00
3.8.89.242,2083,80,false,ORD,North America,Chicago,162,0.00
18.134.13.41,2083,80,false,ORD,North America,Chicago,163,0.00
52.56.169.29,2083,80,false,ORD,North America,Chicago,162,0.00
3.8.95.118,2053,80,false,ORD,North America,Chicago,162,0.00
3.8.95.118,80,80,false,ORD,North America,Chicago,163,0.00
18.134.13.41,2095,80,false,ORD,North America,Chicago,164,0.00
3.8.89.242,2096,80,false,ORD,North America,Chicago,162,0.00
13.229.107.89,2082,80,false,CGK,Asia Pacific,Jakarta,2,0.00
13.126.254.121,80,8080,false,SIN,Asia Pacific,Singapore,53,0.00
65.0.144.242,2087,80,false,BOM,Asia Pacific,Mumbai,63,0.00
65.0.144.242,2082,80,false,BOM,Asia Pacific,Mumbai,66,0.00
13.230.34.30,80,80,false,NRT,Asia Pacific,Tokyo,68,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,70,0.00
13.209.166.73,80,8080,false,ICN,Asia Pacific,Seoul,70,0.00
15.165.63.136,2053,80,false,ICN,Asia Pacific,Seoul,72,0.00
13.231.202.30,2086,443,true,TPE,Asia Pacific,Taipei,77,0.00
13.237.94.188,2096,80,false,SYD,Oceania,Sydney,92,0.00
13.55.237.163,2083,80,false,SYD,Oceania,Sydney,92,0.00
13.238.235.196,2087,80,false,SYD,Oceania,Sydney,92,0.00
13.55.237.163,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2096,80,false,SYD,Oceania,Sydney,93,0.00
